C:\Users\admin\anaconda3\envs\folktales\Lib\site-packages\torch\_refs\__init__.py:4919: UserWarning: expandable_segments not supported on this platform (Triggered internally at C:\actions-runner\_work\pytorch\pytorch\builder\windows\pytorch\c10/cuda/CUDAAllocatorConfig.h:28.)
  return torch.empty_permuted(
CUDA device: NVIDIA GeForce GTX 1650
CUDA compute capability: (7, 5)
AMP dtype: torch.float16
Vocab size: 8,192
Model config: {'sequence_len': 256, 'vocab_size': 8192, 'n_layer': 2, 'n_head': 2, 'n_kv_head': 2, 'n_embd': 128, 'window_pattern': 'L'}
Parameter counts:
  wte                     : 1,048,576
  value_embeds            : 1,048,576
  lm_head                 : 1,048,576
  transformer_matrices    : 393,280
  scalars                 : 4
  total                   : 3,539,012
Estimated FLOPs per token: 9.437568e+06
Scaling AdamW LRs by 1/sqrt(128/768) = 2.449490
Data: train/val split already exists
Time budget: 300s
Gradient accumulation steps: 1
Device: cuda

step 00000 (0.0%) | loss: 9.011062 | lrm: 0.00 | dt: 290ms | tok/sec: 3,527 | mfu: 0.0% | epoch: 1 | remaining: 300s    
step 00639 (19.3%) | loss: 4.838368 | lrm: 1.00 | dt: 96ms | tok/sec: 10,715 | mfu: 0.0% | epoch: 1 | remaining: 242s    
step 00640 (19.3%) | loss: 4.844628 | lrm: 1.00 | dt: 79ms | tok/sec: 12,939 | mfu: 0.0% | epoch: 1 | remaining: 242s    
step 00641 (19.3%) | loss: 4.829871 | lrm: 1.00 | dt: 95ms | tok/sec: 10,725 | mfu: 0.0% | epoch: 1 | remaining: 242s    
step 00642 (19.4%) | loss: 4.839803 | lrm: 1.00 | dt: 96ms | tok/sec: 10,716 | mfu: 0.0% | epoch: 1 | remaining: 242s    
step 00643 (19.4%) | loss: 4.849049 | lrm: 1.00 | dt: 95ms | tok/sec: 10,780 | mfu: 0.0% | epoch: 1 | remaining: 242s    
step 00644 (19.4%) | loss: 4.884229 | lrm: 1.00 | dt: 79ms | tok/sec: 12,928 | mfu: 0.0% | epoch: 1 | remaining: 242s    
step 00645 (19.5%) | loss: 4.887852 | lrm: 1.00 | dt: 94ms | tok/sec: 10,841 | mfu: 0.0% | epoch: 1 | remaining: 241s    
step 00646 (19.5%) | loss: 4.906542 | lrm: 1.00 | dt: 96ms | tok/sec: 10,714 | mfu: 0.0% | epoch: 1 | remaining: 241s    
step 00647 (19.5%) | loss: 4.904198 | lrm: 1.00 | dt: 98ms | tok/sec: 10,429 | mfu: 0.0% | epoch: 1 | remaining: 241s    
step 00648 (19.6%) | loss: 4.894314 | lrm: 1.00 | dt: 76ms | tok/sec: 13,557 | mfu: 0.0% | epoch: 1 | remaining: 241s    
step 00649 (19.6%) | loss: 4.881045 | lrm: 1.00 | dt: 97ms | tok/sec: 10,528 | mfu: 0.0% | epoch: 1 | remaining: 241s    
step 00650 (19.6%) | loss: 4.860766 | lrm: 1.00 | dt: 100ms | tok/sec: 10,210 | mfu: 0.0% | epoch: 1 | remaining: 241s    
step 00651 (19.7%) | loss: 4.824002 | lrm: 1.00 | dt: 89ms | tok/sec: 11,501 | mfu: 0.0% | epoch: 1 | remaining: 241s    
step 00652 (19.7%) | loss: 4.785065 | lrm: 1.00 | dt: 95ms | tok/sec: 10,745 | mfu: 0.0% | epoch: 1 | remaining: 241s    
step 00653 (19.7%) | loss: 4.767579 | lrm: 1.00 | dt: 80ms | tok/sec: 12,871 | mfu: 0.0% | epoch: 1 | remaining: 241s    
step 00654 (19.7%) | loss: 4.768612 | lrm: 1.00 | dt: 95ms | tok/sec: 10,757 | mfu: 0.0% | epoch: 1 | remaining: 241s    
step 00655 (19.8%) | loss: 4.771391 | lrm: 1.00 | dt: 95ms | tok/sec: 10,763 | mfu: 0.0% | epoch: 1 | remaining: 241s    
step 00656 (19.8%) | loss: 4.782962 | lrm: 1.00 | dt: 79ms | tok/sec: 12,964 | mfu: 0.0% | epoch: 1 | remaining: 240s    
step 00657 (19.8%) | loss: 4.777015 | lrm: 1.00 | dt: 95ms | tok/sec: 10,737 | mfu: 0.0% | epoch: 1 | remaining: 240s    
step 00658 (19.9%) | loss: 4.764712 | lrm: 1.00 | dt: 95ms | tok/sec: 10,778 | mfu: 0.0% | epoch: 1 | remaining: 240s    
step 00659 (19.9%) | loss: 4.754820 | lrm: 1.00 | dt: 98ms | tok/sec: 10,482 | mfu: 0.0% | epoch: 1 | remaining: 240s    
step 00660 (19.9%) | loss: 4.752327 | lrm: 1.00 | dt: 92ms | tok/sec: 11,077 | mfu: 0.0% | epoch: 1 | remaining: 240s    
step 00661 (20.0%) | loss: 4.750803 | lrm: 1.00 | dt: 87ms | tok/sec: 11,714 | mfu: 0.0% | epoch: 1 | remaining: 240s    
step 00662 (20.0%) | loss: 4.755263 | lrm: 1.00 | dt: 86ms | tok/sec: 11,880 | mfu: 0.0% | epoch: 1 | remaining: 240s    
step 00663 (20.0%) | loss: 4.752895 | lrm: 1.00 | dt: 95ms | tok/sec: 10,763 | mfu: 0.0% | epoch: 1 | remaining: 240s    
step 00664 (20.1%) | loss: 4.795446 | lrm: 1.00 | dt: 79ms | tok/sec: 12,895 | mfu: 0.0% | epoch: 1 | remaining: 240s    
step 00665 (20.1%) | loss: 4.814538 | lrm: 1.00 | dt: 109ms | tok/sec: 9,374 | mfu: 0.0% | epoch: 1 | remaining: 240s    
step 00666 (20.1%) | loss: 4.803236 | lrm: 1.00 | dt: 81ms | tok/sec: 12,703 | mfu: 0.0% | epoch: 1 | remaining: 240s    
step 00667 (20.1%) | loss: 4.779584 | lrm: 1.00 | dt: 95ms | tok/sec: 10,727 | mfu: 0.0% | epoch: 1 | remaining: 239s    
step 00668 (20.2%) | loss: 4.796443 | lrm: 1.00 | dt: 99ms | tok/sec: 10,386 | mfu: 0.0% | epoch: 1 | remaining: 239s    
step 00669 (20.2%) | loss: 4.775753 | lrm: 1.00 | dt: 91ms | tok/sec: 11,258 | mfu: 0.0% | epoch: 1 | remaining: 239s    
step 00670 (20.2%) | loss: 4.762634 | lrm: 1.00 | dt: 85ms | tok/sec: 11,988 | mfu: 0.0% | epoch: 1 | remaining: 239s    
step 00671 (20.3%) | loss: 4.740785 | lrm: 1.00 | dt: 89ms | tok/sec: 11,463 | mfu: 0.0% | epoch: 1 | remaining: 239s    
step 00672 (20.3%) | loss: 4.723750 | lrm: 1.00 | dt: 95ms | tok/sec: 10,795 | mfu: 0.0% | epoch: 1 | remaining: 239s    
step 00673 (20.3%) | loss: 4.703165 | lrm: 1.00 | dt: 79ms | tok/sec: 12,909 | mfu: 0.0% | epoch: 1 | remaining: 239s    
step 00674 (20.4%) | loss: 4.684899 | lrm: 1.00 | dt: 95ms | tok/sec: 10,738 | mfu: 0.0% | epoch: 1 | remaining: 239s    
step 00675 (20.4%) | loss: 4.671014 | lrm: 1.00 | dt: 95ms | tok/sec: 10,759 | mfu: 0.0% | epoch: 1 | remaining: 239s    
step 00676 (20.4%) | loss: 4.673098 | lrm: 1.00 | dt: 95ms | tok/sec: 10,816 | mfu: 0.0% | epoch: 1 | remaining: 239s    
step 00677 (20.4%) | loss: 4.670005 | lrm: 1.00 | dt: 79ms | tok/sec: 12,903 | mfu: 0.0% | epoch: 1 | remaining: 239s    
step 00678 (20.5%) | loss: 4.679279 | lrm: 1.00 | dt: 95ms | tok/sec: 10,798 | mfu: 0.0% | epoch: 1 | remaining: 238s    
step 00679 (20.5%) | loss: 4.674679 | lrm: 1.00 | dt: 95ms | tok/sec: 10,776 | mfu: 0.0% | epoch: 1 | remaining: 238s    
step 00680 (20.5%) | loss: 4.702566 | lrm: 1.00 | dt: 94ms | tok/sec: 10,864 | mfu: 0.0% | epoch: 1 | remaining: 238s    
step 00681 (20.6%) | loss: 4.700354 | lrm: 1.00 | dt: 90ms | tok/sec: 11,408 | mfu: 0.0% | epoch: 1 | remaining: 238s    
step 00682 (20.6%) | loss: 4.662907 | lrm: 1.00 | dt: 84ms | tok/sec: 12,139 | mfu: 0.0% | epoch: 1 | remaining: 238s    
step 00683 (20.6%) | loss: 4.639242 | lrm: 1.00 | dt: 95ms | tok/sec: 10,737 | mfu: 0.0% | epoch: 1 | remaining: 238s    
step 00684 (20.7%) | loss: 4.628233 | lrm: 1.00 | dt: 95ms | tok/sec: 10,777 | mfu: 0.0% | epoch: 1 | remaining: 238s    
step 00685 (20.7%) | loss: 4.614983 | lrm: 1.00 | dt: 95ms | tok/sec: 10,802 | mfu: 0.0% | epoch: 1 | remaining: 238s    
step 00686 (20.7%) | loss: 4.602650 | lrm: 1.00 | dt: 79ms | tok/sec: 12,987 | mfu: 0.0% | epoch: 1 | remaining: 238s    
step 00687 (20.7%) | loss: 4.615920 | lrm: 1.00 | dt: 96ms | tok/sec: 10,699 | mfu: 0.0% | epoch: 1 | remaining: 238s    
step 00688 (20.8%) | loss: 4.588079 | lrm: 1.00 | dt: 95ms | tok/sec: 10,752 | mfu: 0.0% | epoch: 1 | remaining: 238s    
step 00689 (20.8%) | loss: 4.609682 | lrm: 1.00 | dt: 95ms | tok/sec: 10,793 | mfu: 0.0% | epoch: 1 | remaining: 237s    
step 00690 (20.8%) | loss: 4.577078 | lrm: 1.00 | dt: 95ms | tok/sec: 10,761 | mfu: 0.0% | epoch: 1 | remaining: 237s    
step 00691 (20.9%) | loss: 4.584481 | lrm: 1.00 | dt: 105ms | tok/sec: 9,769 | mfu: 0.0% | epoch: 1 | remaining: 237s    
step 00692 (20.9%) | loss: 4.544844 | lrm: 1.00 | dt: 95ms | tok/sec: 10,830 | mfu: 0.0% | epoch: 1 | remaining: 237s    
step 00693 (20.9%) | loss: 4.528606 | lrm: 1.00 | dt: 92ms | tok/sec: 11,073 | mfu: 0.0% | epoch: 1 | remaining: 237s    
step 00694 (21.0%) | loss: 4.523001 | lrm: 1.00 | dt: 96ms | tok/sec: 10,702 | mfu: 0.0% | epoch: 1 | remaining: 237s    
step 00695 (21.0%) | loss: 4.515479 | lrm: 1.00 | dt: 95ms | tok/sec: 10,749 | mfu: 0.0% | epoch: 1 | remaining: 237s    
step 00696 (21.0%) | loss: 4.498843 | lrm: 1.00 | dt: 95ms | tok/sec: 10,810 | mfu: 0.0% | epoch: 1 | remaining: 237s    
step 00697 (21.1%) | loss: 4.486906 | lrm: 1.00 | dt: 86ms | tok/sec: 11,906 | mfu: 0.0% | epoch: 1 | remaining: 237s    
step 00698 (21.1%) | loss: 4.465079 | lrm: 1.00 | dt: 105ms | tok/sec: 9,790 | mfu: 0.0% | epoch: 1 | remaining: 237s    
step 00699 (21.1%) | loss: 4.470493 | lrm: 1.00 | dt: 95ms | tok/sec: 10,738 | mfu: 0.0% | epoch: 1 | remaining: 237s    
step 00700 (21.2%) | loss: 4.469007 | lrm: 1.00 | dt: 95ms | tok/sec: 10,814 | mfu: 0.0% | epoch: 1 | remaining: 236s    
step 00701 (21.2%) | loss: 4.470284 | lrm: 1.00 | dt: 95ms | tok/sec: 10,739 | mfu: 0.0% | epoch: 1 | remaining: 236s    
step 00702 (21.2%) | loss: 4.465494 | lrm: 1.00 | dt: 95ms | tok/sec: 10,777 | mfu: 0.0% | epoch: 1 | remaining: 236s    
step 00703 (21.3%) | loss: 4.453234 | lrm: 1.00 | dt: 106ms | tok/sec: 9,690 | mfu: 0.0% | epoch: 1 | remaining: 236s    
step 00704 (21.3%) | loss: 4.431486 | lrm: 1.00 | dt: 85ms | tok/sec: 11,994 | mfu: 0.0% | epoch: 1 | remaining: 236s    
step 00705 (21.3%) | loss: 4.421574 | lrm: 1.00 | dt: 96ms | tok/sec: 10,721 | mfu: 0.0% | epoch: 1 | remaining: 236s    
step 00706 (21.4%) | loss: 4.409934 | lrm: 1.00 | dt: 95ms | tok/sec: 10,794 | mfu: 0.0% | epoch: 1 | remaining: 236s    
step 00707 (21.4%) | loss: 4.401050 | lrm: 1.00 | dt: 95ms | tok/sec: 10,820 | mfu: 0.0% | epoch: 1 | remaining: 236s    
step 00708 (21.4%) | loss: 4.383893 | lrm: 1.00 | dt: 95ms | tok/sec: 10,730 | mfu: 0.0% | epoch: 1 | remaining: 236s    
step 00709 (21.4%) | loss: 4.389421 | lrm: 1.00 | dt: 95ms | tok/sec: 10,756 | mfu: 0.0% | epoch: 1 | remaining: 236s    
step 00710 (21.5%) | loss: 4.365877 | lrm: 1.00 | dt: 96ms | tok/sec: 10,710 | mfu: 0.0% | epoch: 1 | remaining: 235s    
step 00711 (21.5%) | loss: 4.361050 | lrm: 1.00 | dt: 80ms | tok/sec: 12,810 | mfu: 0.0% | epoch: 1 | remaining: 235s    
step 00712 (21.5%) | loss: 4.366975 | lrm: 1.00 | dt: 111ms | tok/sec: 9,263 | mfu: 0.0% | epoch: 1 | remaining: 235s    
step 00713 (21.6%) | loss: 4.368458 | lrm: 1.00 | dt: 95ms | tok/sec: 10,729 | mfu: 0.0% | epoch: 1 | remaining: 235s    
step 00714 (21.6%) | loss: 4.358946 | lrm: 1.00 | dt: 95ms | tok/sec: 10,767 | mfu: 0.0% | epoch: 1 | remaining: 235s    
step 00715 (21.6%) | loss: 4.369609 | lrm: 1.00 | dt: 111ms | tok/sec: 9,233 | mfu: 0.0% | epoch: 1 | remaining: 235s    
step 00716 (21.7%) | loss: 4.390071 | lrm: 1.00 | dt: 95ms | tok/sec: 10,725 | mfu: 0.0% | epoch: 1 | remaining: 235s    
step 00717 (21.7%) | loss: 4.410743 | lrm: 1.00 | dt: 95ms | tok/sec: 10,746 | mfu: 0.0% | epoch: 1 | remaining: 235s    
step 00718 (21.7%) | loss: 4.408866 | lrm: 1.00 | dt: 82ms | tok/sec: 12,415 | mfu: 0.0% | epoch: 1 | remaining: 235s    
step 00719 (21.8%) | loss: 4.375748 | lrm: 1.00 | dt: 92ms | tok/sec: 11,111 | mfu: 0.0% | epoch: 1 | remaining: 235s    
step 00720 (21.8%) | loss: 4.401529 | lrm: 1.00 | dt: 95ms | tok/sec: 10,782 | mfu: 0.0% | epoch: 1 | remaining: 235s    
step 00721 (21.8%) | loss: 4.399553 | lrm: 1.00 | dt: 95ms | tok/sec: 10,768 | mfu: 0.0% | epoch: 1 | remaining: 234s    
step 00722 (21.9%) | loss: 4.382663 | lrm: 1.00 | dt: 101ms | tok/sec: 10,114 | mfu: 0.0% | epoch: 1 | remaining: 234s    
step 00723 (21.9%) | loss: 4.428870 | lrm: 1.00 | dt: 93ms | tok/sec: 11,027 | mfu: 0.0% | epoch: 1 | remaining: 234s    
step 00724 (21.9%) | loss: 4.463214 | lrm: 1.00 | dt: 91ms | tok/sec: 11,300 | mfu: 0.0% | epoch: 1 | remaining: 234s    
step 00725 (22.0%) | loss: 4.469975 | lrm: 1.00 | dt: 95ms | tok/sec: 10,823 | mfu: 0.0% | epoch: 1 | remaining: 234s    
step 00726 (22.0%) | loss: 4.502746 | lrm: 1.00 | dt: 95ms | tok/sec: 10,750 | mfu: 0.0% | epoch: 1 | remaining: 234s    
step 00727 (22.0%) | loss: 4.557188 | lrm: 1.00 | dt: 80ms | tok/sec: 12,836 | mfu: 0.0% | epoch: 1 | remaining: 234s    
step 00728 (22.0%) | loss: 4.588548 | lrm: 1.00 | dt: 95ms | tok/sec: 10,753 | mfu: 0.0% | epoch: 1 | remaining: 234s    
step 00729 (22.1%) | loss: 4.575844 | lrm: 1.00 | dt: 96ms | tok/sec: 10,717 | mfu: 0.0% | epoch: 1 | remaining: 234s    
step 00730 (22.1%) | loss: 4.563578 | lrm: 1.00 | dt: 102ms | tok/sec: 10,072 | mfu: 0.0% | epoch: 1 | remaining: 234s    
step 00731 (22.1%) | loss: 4.545516 | lrm: 1.00 | dt: 105ms | tok/sec: 9,784 | mfu: 0.0% | epoch: 1 | remaining: 233s    
step 00732 (22.2%) | loss: 4.534540 | lrm: 1.00 | dt: 80ms | tok/sec: 12,771 | mfu: 0.0% | epoch: 1 | remaining: 233s    
step 00733 (22.2%) | loss: 4.531273 | lrm: 1.00 | dt: 95ms | tok/sec: 10,724 | mfu: 0.0% | epoch: 1 | remaining: 233s    
step 00734 (22.2%) | loss: 4.534537 | lrm: 1.00 | dt: 95ms | tok/sec: 10,764 | mfu: 0.0% | epoch: 1 | remaining: 233s    
step 00735 (22.3%) | loss: 4.526963 | lrm: 1.00 | dt: 112ms | tok/sec: 9,151 | mfu: 0.0% | epoch: 1 | remaining: 233s    
step 00736 (22.3%) | loss: 4.539555 | lrm: 1.00 | dt: 80ms | tok/sec: 12,832 | mfu: 0.0% | epoch: 1 | remaining: 233s    
step 00737 (22.3%) | loss: 4.507844 | lrm: 1.00 | dt: 95ms | tok/sec: 10,744 | mfu: 0.0% | epoch: 1 | remaining: 233s    
step 00738 (22.4%) | loss: 4.509879 | lrm: 1.00 | dt: 95ms | tok/sec: 10,832 | mfu: 0.0% | epoch: 1 | remaining: 233s    
step 00739 (22.4%) | loss: 4.536333 | lrm: 1.00 | dt: 96ms | tok/sec: 10,701 | mfu: 0.0% | epoch: 1 | remaining: 233s    
step 00740 (22.4%) | loss: 4.559251 | lrm: 1.00 | dt: 96ms | tok/sec: 10,709 | mfu: 0.0% | epoch: 1 | remaining: 233s    
step 00741 (22.5%) | loss: 4.575036 | lrm: 1.00 | dt: 100ms | tok/sec: 10,225 | mfu: 0.0% | epoch: 1 | remaining: 233s    
step 00742 (22.5%) | loss: 4.605913 | lrm: 1.00 | dt: 90ms | tok/sec: 11,430 | mfu: 0.0% | epoch: 1 | remaining: 232s    
step 00743 (22.5%) | loss: 4.593310 | lrm: 1.00 | dt: 95ms | tok/sec: 10,815 | mfu: 0.0% | epoch: 1 | remaining: 232s    
step 00744 (22.6%) | loss: 4.624389 | lrm: 1.00 | dt: 95ms | tok/sec: 10,763 | mfu: 0.0% | epoch: 1 | remaining: 232s    
step 00745 (22.6%) | loss: 4.611192 | lrm: 1.00 | dt: 96ms | tok/sec: 10,700 | mfu: 0.0% | epoch: 1 | remaining: 232s    
step 00746 (22.6%) | loss: 4.617784 | lrm: 1.00 | dt: 79ms | tok/sec: 12,971 | mfu: 0.0% | epoch: 1 | remaining: 232s    
step 00747 (22.6%) | loss: 4.609549 | lrm: 1.00 | dt: 95ms | tok/sec: 10,767 | mfu: 0.0% | epoch: 1 | remaining: 232s    
step 00748 (22.7%) | loss: 4.612682 | lrm: 1.00 | dt: 95ms | tok/sec: 10,751 | mfu: 0.0% | epoch: 1 | remaining: 232s    
step 00749 (22.7%) | loss: 4.592261 | lrm: 1.00 | dt: 101ms | tok/sec: 10,089 | mfu: 0.0% | epoch: 1 | remaining: 232s    
step 00750 (22.7%) | loss: 4.580002 | lrm: 1.00 | dt: 89ms | tok/sec: 11,442 | mfu: 0.0% | epoch: 1 | remaining: 232s    
step 00751 (22.8%) | loss: 4.571142 | lrm: 1.00 | dt: 96ms | tok/sec: 10,720 | mfu: 0.0% | epoch: 1 | remaining: 232s    
step 00752 (22.8%) | loss: 4.565440 | lrm: 1.00 | dt: 95ms | tok/sec: 10,754 | mfu: 0.0% | epoch: 1 | remaining: 231s    
step 00753 (22.8%) | loss: 4.551800 | lrm: 1.00 | dt: 96ms | tok/sec: 10,665 | mfu: 0.0% | epoch: 1 | remaining: 231s    
step 00754 (22.9%) | loss: 4.531709 | lrm: 1.00 | dt: 96ms | tok/sec: 10,715 | mfu: 0.0% | epoch: 1 | remaining: 231s    
step 00755 (22.9%) | loss: 4.530353 | lrm: 1.00 | dt: 95ms | tok/sec: 10,812 | mfu: 0.0% | epoch: 1 | remaining: 231s    
step 00756 (22.9%) | loss: 4.539189 | lrm: 1.00 | dt: 95ms | tok/sec: 10,830 | mfu: 0.0% | epoch: 1 | remaining: 231s    
step 00757 (23.0%) | loss: 4.541177 | lrm: 1.00 | dt: 96ms | tok/sec: 10,672 | mfu: 0.0% | epoch: 1 | remaining: 231s    
step 00758 (23.0%) | loss: 4.535407 | lrm: 1.00 | dt: 95ms | tok/sec: 10,739 | mfu: 0.0% | epoch: 1 | remaining: 231s    
step 00759 (23.0%) | loss: 4.525345 | lrm: 1.00 | dt: 82ms | tok/sec: 12,550 | mfu: 0.0% | epoch: 1 | remaining: 231s    
step 00760 (23.1%) | loss: 4.563266 | lrm: 1.00 | dt: 100ms | tok/sec: 10,234 | mfu: 0.0% | epoch: 1 | remaining: 231s    
step 00761 (23.1%) | loss: 4.565025 | lrm: 1.00 | dt: 95ms | tok/sec: 10,768 | mfu: 0.0% | epoch: 1 | remaining: 231s    
step 00762 (23.1%) | loss: 4.605741 | lrm: 1.00 | dt: 95ms | tok/sec: 10,734 | mfu: 0.0% | epoch: 1 | remaining: 231s    
step 00763 (23.1%) | loss: 4.606086 | lrm: 1.00 | dt: 95ms | tok/sec: 10,813 | mfu: 0.0% | epoch: 1 | remaining: 230s    
step 00764 (23.2%) | loss: 4.615486 | lrm: 1.00 | dt: 95ms | tok/sec: 10,791 | mfu: 0.0% | epoch: 1 | remaining: 230s    
step 00765 (23.2%) | loss: 4.637714 | lrm: 1.00 | dt: 80ms | tok/sec: 12,824 | mfu: 0.0% | epoch: 1 | remaining: 230s    
step 00766 (23.2%) | loss: 4.660518 | lrm: 1.00 | dt: 96ms | tok/sec: 10,716 | mfu: 0.0% | epoch: 1 | remaining: 230s    
step 00767 (23.3%) | loss: 4.680484 | lrm: 1.00 | dt: 111ms | tok/sec: 9,198 | mfu: 0.0% | epoch: 1 | remaining: 230s    
step 00768 (23.3%) | loss: 4.699811 | lrm: 1.00 | dt: 95ms | tok/sec: 10,826 | mfu: 0.0% | epoch: 1 | remaining: 230s    
step 00769 (23.3%) | loss: 4.660616 | lrm: 1.00 | dt: 80ms | tok/sec: 12,779 | mfu: 0.0% | epoch: 1 | remaining: 230s    
step 00770 (23.4%) | loss: 4.636422 | lrm: 1.00 | dt: 111ms | tok/sec: 9,250 | mfu: 0.0% | epoch: 1 | remaining: 230s    
step 00771 (23.4%) | loss: 4.583142 | lrm: 1.00 | dt: 95ms | tok/sec: 10,751 | mfu: 0.0% | epoch: 1 | remaining: 230s    
step 00772 (23.4%) | loss: 4.564604 | lrm: 1.00 | dt: 85ms | tok/sec: 12,011 | mfu: 0.0% | epoch: 1 | remaining: 230s    
step 00773 (23.5%) | loss: 4.541663 | lrm: 1.00 | dt: 80ms | tok/sec: 12,831 | mfu: 0.0% | epoch: 1 | remaining: 230s    
step 00774 (23.5%) | loss: 4.555696 | lrm: 1.00 | dt: 100ms | tok/sec: 10,213 | mfu: 0.0% | epoch: 1 | remaining: 229s    
step 00775 (23.5%) | loss: 4.529725 | lrm: 1.00 | dt: 100ms | tok/sec: 10,227 | mfu: 0.0% | epoch: 1 | remaining: 229s    
step 00776 (23.6%) | loss: 4.514139 | lrm: 1.00 | dt: 102ms | tok/sec: 10,029 | mfu: 0.0% | epoch: 1 | remaining: 229s    
step 00777 (23.6%) | loss: 4.502076 | lrm: 1.00 | dt: 93ms | tok/sec: 10,972 | mfu: 0.0% | epoch: 1 | remaining: 229s    
step 00778 (23.6%) | loss: 4.506421 | lrm: 1.00 | dt: 95ms | tok/sec: 10,791 | mfu: 0.0% | epoch: 1 | remaining: 229s    
step 00779 (23.7%) | loss: 4.569407 | lrm: 1.00 | dt: 96ms | tok/sec: 10,679 | mfu: 0.0% | epoch: 1 | remaining: 229s    
step 00780 (23.7%) | loss: 4.607010 | lrm: 1.00 | dt: 96ms | tok/sec: 10,662 | mfu: 0.0% | epoch: 1 | remaining: 229s    
step 00781 (23.7%) | loss: 4.615489 | lrm: 1.00 | dt: 95ms | tok/sec: 10,781 | mfu: 0.0% | epoch: 1 | remaining: 229s    
step 00782 (23.7%) | loss: 4.620782 | lrm: 1.00 | dt: 95ms | tok/sec: 10,736 | mfu: 0.0% | epoch: 1 | remaining: 229s    
step 00783 (23.8%) | loss: 4.615816 | lrm: 1.00 | dt: 112ms | tok/sec: 9,171 | mfu: 0.0% | epoch: 1 | remaining: 229s    
step 00784 (23.8%) | loss: 4.622403 | lrm: 1.00 | dt: 92ms | tok/sec: 11,091 | mfu: 0.0% | epoch: 1 | remaining: 228s    
step 00785 (23.8%) | loss: 4.629287 | lrm: 1.00 | dt: 99ms | tok/sec: 10,379 | mfu: 0.0% | epoch: 1 | remaining: 228s    
step 00786 (23.9%) | loss: 4.642498 | lrm: 1.00 | dt: 95ms | tok/sec: 10,791 | mfu: 0.0% | epoch: 1 | remaining: 228s    
step 00787 (23.9%) | loss: 4.668830 | lrm: 1.00 | dt: 94ms | tok/sec: 10,842 | mfu: 0.0% | epoch: 1 | remaining: 228s    
step 00788 (23.9%) | loss: 4.678972 | lrm: 1.00 | dt: 95ms | tok/sec: 10,747 | mfu: 0.0% | epoch: 1 | remaining: 228s    
step 00789 (24.0%) | loss: 4.673156 | lrm: 1.00 | dt: 96ms | tok/sec: 10,687 | mfu: 0.0% | epoch: 1 | remaining: 228s    
step 00790 (24.0%) | loss: 4.653853 | lrm: 1.00 | dt: 96ms | tok/sec: 10,707 | mfu: 0.0% | epoch: 1 | remaining: 228s    
step 00791 (24.0%) | loss: 4.666782 | lrm: 1.00 | dt: 100ms | tok/sec: 10,257 | mfu: 0.0% | epoch: 1 | remaining: 228s    
step 00792 (24.1%) | loss: 4.677722 | lrm: 1.00 | dt: 91ms | tok/sec: 11,296 | mfu: 0.0% | epoch: 1 | remaining: 228s    
step 00793 (24.1%) | loss: 4.699574 | lrm: 1.00 | dt: 101ms | tok/sec: 10,134 | mfu: 0.0% | epoch: 1 | remaining: 228s    
step 00794 (24.1%) | loss: 4.707083 | lrm: 1.00 | dt: 90ms | tok/sec: 11,411 | mfu: 0.0% | epoch: 1 | remaining: 227s    
step 00795 (24.2%) | loss: 4.724899 | lrm: 1.00 | dt: 95ms | tok/sec: 10,807 | mfu: 0.0% | epoch: 1 | remaining: 227s    
step 00796 (24.2%) | loss: 4.735915 | lrm: 1.00 | dt: 95ms | tok/sec: 10,728 | mfu: 0.0% | epoch: 1 | remaining: 227s    
step 00797 (24.2%) | loss: 4.737517 | lrm: 1.00 | dt: 94ms | tok/sec: 10,862 | mfu: 0.0% | epoch: 1 | remaining: 227s    
step 00798 (24.3%) | loss: 4.727260 | lrm: 1.00 | dt: 106ms | tok/sec: 9,676 | mfu: 0.0% | epoch: 1 | remaining: 227s    
step 00799 (24.3%) | loss: 4.711462 | lrm: 1.00 | dt: 86ms | tok/sec: 11,897 | mfu: 0.0% | epoch: 1 | remaining: 227s    
step 00800 (24.3%) | loss: 4.705677 | lrm: 1.00 | dt: 101ms | tok/sec: 10,115 | mfu: 0.0% | epoch: 1 | remaining: 227s    
step 00801 (24.4%) | loss: 4.694027 | lrm: 1.00 | dt: 96ms | tok/sec: 10,709 | mfu: 0.0% | epoch: 1 | remaining: 227s    
step 00802 (24.4%) | loss: 4.713745 | lrm: 1.00 | dt: 96ms | tok/sec: 10,676 | mfu: 0.0% | epoch: 1 | remaining: 227s    
step 00803 (24.4%) | loss: 4.719345 | lrm: 1.00 | dt: 96ms | tok/sec: 10,691 | mfu: 0.0% | epoch: 1 | remaining: 227s    
step 00804 (24.5%) | loss: 4.720263 | lrm: 1.00 | dt: 88ms | tok/sec: 11,657 | mfu: 0.0% | epoch: 1 | remaining: 227s    
step 00805 (24.5%) | loss: 4.701572 | lrm: 1.00 | dt: 99ms | tok/sec: 10,337 | mfu: 0.0% | epoch: 1 | remaining: 226s    
step 00806 (24.5%) | loss: 4.699945 | lrm: 1.00 | dt: 91ms | tok/sec: 11,204 | mfu: 0.0% | epoch: 1 | remaining: 226s    
step 00807 (24.5%) | loss: 4.702923 | lrm: 1.00 | dt: 119ms | tok/sec: 8,599 | mfu: 0.0% | epoch: 1 | remaining: 226s    
step 00808 (24.6%) | loss: 4.705210 | lrm: 1.00 | dt: 95ms | tok/sec: 10,804 | mfu: 0.0% | epoch: 1 | remaining: 226s    
